timestamp, clocks.current.sm [MHz], clocks.current.memory [MHz], power.draw [W], temperature.gpu, utilization.gpu [%], memory.used [MiB]
2026/08/03 01:45:11.884, 2542 MHz, 13801 MHz, 71.72 W, 32, 0 %, 2261 MiB
2026/08/03 01:45:16.888, 2542 MHz, 13801 MHz, 71.20 W, 32, 0 %, 2279 MiB
2026/08/03 01:45:21.888, 2550 MHz, 13801 MHz, 73.30 W, 32, 0 %, 2281 MiB
2026/08/03 01:45:26.889, 2550 MHz, 13801 MHz, 71.04 W, 32, 0 %, 2281 MiB
2026/08/03 01:45:31.889, 2542 MHz, 13801 MHz, 71.32 W, 32, 0 %, 2281 MiB
2026/08/03 01:45:36.889, 2542 MHz, 13801 MHz, 70.62 W, 32, 0 %, 2281 MiB
2026/08/03 01:45:41.890, 2542 MHz, 13801 MHz, 69.16 W, 32, 0 %, 2281 MiB
2026/08/03 01:45:46.891, 2542 MHz, 13801 MHz, 71.88 W, 32, 0 %, 2281 MiB
2026/08/03 01:45:51.894, 2542 MHz, 13801 MHz, 70.97 W, 32, 0 %, 2281 MiB
2026/08/03 01:45:56.895, 2542 MHz, 13801 MHz, 70.57 W, 32, 0 %, 2281 MiB
2026/08/03 01:46:01.895, 2542 MHz, 13801 MHz, 70.73 W, 32, 0 %, 2281 MiB
2026/08/03 01:46:06.896, 2542 MHz, 13801 MHz, 71.28 W, 32, 0 %, 2281 MiB
2026/08/03 01:46:11.897, 2542 MHz, 13801 MHz, 70.91 W, 32, 0 %, 2281 MiB
2026/08/03 01:46:16.897, 2550 MHz, 13801 MHz, 71.48 W, 32, 0 %, 2281 MiB
2026/08/03 01:46:21.898, 2542 MHz, 13801 MHz, 70.33 W, 32, 0 %, 2365 MiB
2026/08/03 01:46:26.899, 2550 MHz, 13801 MHz, 70.11 W, 32, 0 %, 2365 MiB
2026/08/03 01:46:31.899, 2542 MHz, 13801 MHz, 71.69 W, 32, 0 %, 2365 MiB
2026/08/03 01:46:36.899, 2542 MHz, 13801 MHz, 70.06 W, 32, 0 %, 2365 MiB
2026/08/03 01:46:41.900, 2542 MHz, 13801 MHz, 70.53 W, 32, 0 %, 2367 MiB
2026/08/03 01:46:46.900, 2542 MHz, 13801 MHz, 71.35 W, 32, 0 %, 2367 MiB
2026/08/03 01:46:51.900, 2542 MHz, 13801 MHz, 69.24 W, 32, 0 %, 2367 MiB
2026/08/03 01:46:56.901, 2542 MHz, 13801 MHz, 71.14 W, 32, 0 %, 2369 MiB
2026/08/03 01:47:01.903, 2542 MHz, 13801 MHz, 71.55 W, 32, 1 %, 2369 MiB
2026/08/03 01:47:06.904, 2542 MHz, 13801 MHz, 69.63 W, 32, 0 %, 2369 MiB
2026/08/03 01:47:11.904, 2542 MHz, 13801 MHz, 69.52 W, 32, 1 %, 2369 MiB
2026/08/03 01:47:16.905, 2902 MHz, 13801 MHz, 101.41 W, 33, 44 %, 2371 MiB
2026/08/03 01:47:21.905, 2902 MHz, 13801 MHz, 100.84 W, 33, 47 %, 2405 MiB
2026/08/03 01:47:26.905, 2902 MHz, 13801 MHz, 101.24 W, 33, 25 %, 2405 MiB
2026/08/03 01:47:31.906, 2902 MHz, 13801 MHz, 99.13 W, 33, 50 %, 2405 MiB
2026/08/03 01:47:36.906, 2902 MHz, 13801 MHz, 99.07 W, 33, 31 %, 2405 MiB
2026/08/03 01:47:41.907, 2902 MHz, 13801 MHz, 102.62 W, 34, 47 %, 2405 MiB
2026/08/03 01:47:46.907, 2902 MHz, 13801 MHz, 100.01 W, 34, 21 %, 2405 MiB
2026/08/03 01:47:51.907, 2902 MHz, 13801 MHz, 100.69 W, 34, 25 %, 2405 MiB
2026/08/03 01:47:56.908, 2902 MHz, 13801 MHz, 101.31 W, 34, 25 %, 2405 MiB
2026/08/03 01:48:01.908, 2902 MHz, 13801 MHz, 101.92 W, 34, 26 %, 2409 MiB
2026/08/03 01:48:06.909, 2902 MHz, 13801 MHz, 99.89 W, 34, 38 %, 2409 MiB
2026/08/03 01:48:11.910, 2902 MHz, 13801 MHz, 101.97 W, 34, 27 %, 2409 MiB
2026/08/03 01:48:16.910, 2902 MHz, 13801 MHz, 99.84 W, 34, 25 %, 2409 MiB
2026/08/03 01:48:21.910, 2902 MHz, 13801 MHz, 102.15 W, 34, 35 %, 2409 MiB
2026/08/03 01:48:26.911, 2902 MHz, 13801 MHz, 102.69 W, 34, 33 %, 2409 MiB
2026/08/03 01:48:31.911, 2902 MHz, 13801 MHz, 101.58 W, 34, 42 %, 2409 MiB
2026/08/03 01:48:36.911, 2887 MHz, 13801 MHz, 99.57 W, 34, 12 %, 2375 MiB
2026/08/03 01:48:41.912, 2902 MHz, 13801 MHz, 103.81 W, 35, 54 %, 2409 MiB
2026/08/03 01:48:46.912, 2542 MHz, 13801 MHz, 72.13 W, 33, 0 %, 2379 MiB
2026/08/03 01:48:51.913, 2542 MHz, 13801 MHz, 71.20 W, 33, 0 %, 2379 MiB
2026/08/03 01:48:56.913, 2542 MHz, 13801 MHz, 71.68 W, 33, 0 %, 2379 MiB
2026/08/03 01:49:01.914, 2542 MHz, 13801 MHz, 70.48 W, 33, 0 %, 2379 MiB
2026/08/03 01:49:06.914, 2542 MHz, 13801 MHz, 70.54 W, 33, 0 %, 2379 MiB
2026/08/03 01:49:11.915, 2542 MHz, 13801 MHz, 72.27 W, 33, 0 %, 2383 MiB
2026/08/03 01:49:16.915, 2542 MHz, 13801 MHz, 70.33 W, 33, 0 %, 2383 MiB
2026/08/03 01:49:21.915, 2902 MHz, 13801 MHz, 99.01 W, 34, 10 %, 2385 MiB
2026/08/03 01:49:26.916, 2865 MHz, 13801 MHz, 93.98 W, 34, 1 %, 2385 MiB
2026/08/03 01:49:31.916, 2902 MHz, 13801 MHz, 102.39 W, 34, 56 %, 2419 MiB
2026/08/03 01:49:36.917, 2902 MHz, 13801 MHz, 99.74 W, 34, 7 %, 2385 MiB
2026/08/03 01:49:41.917, 2902 MHz, 13801 MHz, 101.53 W, 34, 28 %, 2419 MiB
2026/08/03 01:49:46.917, 2902 MHz, 13801 MHz, 105.83 W, 35, 53 %, 2419 MiB
2026/08/03 01:49:51.918, 2902 MHz, 13801 MHz, 96.67 W, 34, 48 %, 2419 MiB
2026/08/03 01:49:56.919, 2902 MHz, 13801 MHz, 97.94 W, 34, 19 %, 2385 MiB
2026/08/03 01:50:01.919, 2902 MHz, 13801 MHz, 101.86 W, 34, 59 %, 2419 MiB
2026/08/03 01:50:06.919, 2677 MHz, 13801 MHz, 88.04 W, 34, 27 %, 2385 MiB
2026/08/03 01:50:11.920, 2902 MHz, 13801 MHz, 101.78 W, 34, 27 %, 2419 MiB
2026/08/03 01:50:16.921, 2902 MHz, 13801 MHz, 99.28 W, 34, 27 %, 2385 MiB
2026/08/03 01:50:21.921, 2902 MHz, 13801 MHz, 100.21 W, 34, 16 %, 2385 MiB
2026/08/03 01:50:26.922, 2737 MHz, 13801 MHz, 94.64 W, 34, 23 %, 2385 MiB
2026/08/03 01:50:31.923, 2902 MHz, 13801 MHz, 99.96 W, 35, 41 %, 2419 MiB
2026/08/03 01:50:36.923, 2902 MHz, 13801 MHz, 101.97 W, 35, 28 %, 2419 MiB
2026/08/03 01:50:41.923, 2550 MHz, 13801 MHz, 73.60 W, 34, 0 %, 1730 MiB
2026/08/03 01:50:46.924, 2542 MHz, 13801 MHz, 71.73 W, 34, 0 %, 2279 MiB
2026/08/03 01:50:51.925, 2655 MHz, 13801 MHz, 76.69 W, 34, 0 %, 2281 MiB
2026/08/03 01:50:56.925, 2602 MHz, 13801 MHz, 75.29 W, 33, 0 %, 2281 MiB
2026/08/03 01:51:01.925, 2542 MHz, 13801 MHz, 72.25 W, 33, 0 %, 2281 MiB
2026/08/03 01:51:06.926, 2550 MHz, 13801 MHz, 73.15 W, 33, 0 %, 2281 MiB
2026/08/03 01:51:11.926, 2542 MHz, 13801 MHz, 71.79 W, 33, 1 %, 2281 MiB
2026/08/03 01:51:16.927, 2542 MHz, 13801 MHz, 71.19 W, 33, 1 %, 2281 MiB
2026/08/03 01:51:21.927, 2542 MHz, 13801 MHz, 71.84 W, 33, 0 %, 2281 MiB
2026/08/03 01:51:26.928, 2557 MHz, 13801 MHz, 70.98 W, 33, 0 %, 2281 MiB
2026/08/03 01:51:31.928, 2542 MHz, 13801 MHz, 69.90 W, 33, 0 %, 2281 MiB
2026/08/03 01:51:36.929, 2542 MHz, 13801 MHz, 70.95 W, 33, 0 %, 2281 MiB
2026/08/03 01:51:41.930, 2542 MHz, 13801 MHz, 70.92 W, 33, 0 %, 2281 MiB
2026/08/03 01:51:46.930, 2542 MHz, 13801 MHz, 70.59 W, 33, 0 %, 2281 MiB
2026/08/03 01:51:51.931, 2542 MHz, 13801 MHz, 74.11 W, 33, 0 %, 2365 MiB
2026/08/03 01:51:56.931, 2542 MHz, 13801 MHz, 71.33 W, 33, 0 %, 2365 MiB
2026/08/03 01:52:01.931, 2542 MHz, 13801 MHz, 71.16 W, 33, 0 %, 2375 MiB
2026/08/03 01:52:06.932, 2542 MHz, 13801 MHz, 71.09 W, 33, 0 %, 2365 MiB
2026/08/03 01:52:11.933, 2542 MHz, 13801 MHz, 71.32 W, 33, 0 %, 2365 MiB
2026/08/03 01:52:16.933, 2550 MHz, 13801 MHz, 71.83 W, 33, 0 %, 2367 MiB
2026/08/03 01:52:21.934, 2542 MHz, 13801 MHz, 72.18 W, 33, 0 %, 2367 MiB
2026/08/03 01:52:26.935, 2542 MHz, 13801 MHz, 73.04 W, 33, 0 %, 2369 MiB
2026/08/03 01:52:31.935, 2542 MHz, 13801 MHz, 71.44 W, 33, 1 %, 2369 MiB
2026/08/03 01:52:36.936, 2542 MHz, 13801 MHz, 73.32 W, 32, 0 %, 2369 MiB
2026/08/03 01:52:41.936, 2542 MHz, 13801 MHz, 72.16 W, 33, 0 %, 2369 MiB
2026/08/03 01:52:46.937, 2902 MHz, 13801 MHz, 103.40 W, 34, 53 %, 2405 MiB
2026/08/03 01:52:51.937, 2902 MHz, 13801 MHz, 104.58 W, 34, 43 %, 2371 MiB
2026/08/03 01:52:56.937, 2902 MHz, 13801 MHz, 102.41 W, 34, 15 %, 2405 MiB
2026/08/03 01:53:01.938, 2902 MHz, 13801 MHz, 103.53 W, 34, 47 %, 2371 MiB
2026/08/03 01:53:06.939, 2902 MHz, 13801 MHz, 100.66 W, 34, 38 %, 2405 MiB
2026/08/03 01:53:11.939, 2902 MHz, 13801 MHz, 101.37 W, 34, 36 %, 2405 MiB
2026/08/03 01:53:16.939, 2902 MHz, 13801 MHz, 101.06 W, 34, 26 %, 2405 MiB
2026/08/03 01:53:21.941, 2902 MHz, 13801 MHz, 104.12 W, 34, 50 %, 2405 MiB
2026/08/03 01:53:26.941, 2902 MHz, 13801 MHz, 103.39 W, 34, 29 %, 2405 MiB
2026/08/03 01:53:31.941, 2902 MHz, 13801 MHz, 104.25 W, 34, 27 %, 2409 MiB
2026/08/03 01:53:36.942, 2902 MHz, 13801 MHz, 99.08 W, 34, 18 %, 2409 MiB
2026/08/03 01:53:41.942, 2902 MHz, 13801 MHz, 101.53 W, 35, 56 %, 2409 MiB
2026/08/03 01:53:46.942, 2902 MHz, 13801 MHz, 106.22 W, 35, 56 %, 2409 MiB
2026/08/03 01:53:51.944, 2902 MHz, 13801 MHz, 103.52 W, 34, 34 %, 2409 MiB
2026/08/03 01:53:56.944, 2902 MHz, 13801 MHz, 101.06 W, 35, 49 %, 2375 MiB
2026/08/03 01:54:01.945, 2902 MHz, 13801 MHz, 101.54 W, 35, 23 %, 2409 MiB
2026/08/03 01:54:06.945, 2902 MHz, 13801 MHz, 107.33 W, 35, 62 %, 2409 MiB
2026/08/03 01:54:11.946, 2542 MHz, 13801 MHz, 70.83 W, 34, 0 %, 2379 MiB
2026/08/03 01:54:16.946, 2542 MHz, 13801 MHz, 72.57 W, 34, 2 %, 2379 MiB
2026/08/03 01:54:21.947, 2542 MHz, 13801 MHz, 70.45 W, 33, 0 %, 2379 MiB
2026/08/03 01:54:26.947, 2542 MHz, 13801 MHz, 70.73 W, 33, 0 %, 2383 MiB
2026/08/03 01:54:31.947, 2722 MHz, 13801 MHz, 82.78 W, 34, 62 %, 2419 MiB
2026/08/03 01:54:36.948, 2902 MHz, 13801 MHz, 107.72 W, 35, 64 %, 2419 MiB
2026/08/03 01:54:41.948, 2902 MHz, 13801 MHz, 107.58 W, 35, 64 %, 2419 MiB
2026/08/03 01:54:46.949, 2542 MHz, 13801 MHz, 81.23 W, 34, 0 %, 1730 MiB
2026/08/03 01:54:51.949, 2542 MHz, 13801 MHz, 73.84 W, 33, 0 %, 2279 MiB
2026/08/03 01:54:56.949, 2572 MHz, 13801 MHz, 74.50 W, 33, 0 %, 2283 MiB
2026/08/03 01:55:01.950, 2542 MHz, 13801 MHz, 71.29 W, 33, 0 %, 2281 MiB
2026/08/03 01:55:06.950, 2550 MHz, 13801 MHz, 71.13 W, 33, 0 %, 2281 MiB
2026/08/03 01:55:11.951, 2542 MHz, 13801 MHz, 70.73 W, 33, 0 %, 2281 MiB
2026/08/03 01:55:16.951, 2542 MHz, 13801 MHz, 72.28 W, 33, 0 %, 2281 MiB
2026/08/03 01:55:21.952, 2542 MHz, 13801 MHz, 71.56 W, 33, 1 %, 2281 MiB
2026/08/03 01:55:26.952, 2542 MHz, 13801 MHz, 71.24 W, 33, 0 %, 2281 MiB
2026/08/03 01:55:31.953, 2542 MHz, 13801 MHz, 71.60 W, 33, 0 %, 2365 MiB
2026/08/03 01:55:36.953, 2542 MHz, 13801 MHz, 74.36 W, 33, 0 %, 2365 MiB
2026/08/03 01:55:41.953, 2550 MHz, 13801 MHz, 71.39 W, 33, 0 %, 2367 MiB
2026/08/03 01:55:46.954, 2550 MHz, 13801 MHz, 72.26 W, 33, 0 %, 2367 MiB
2026/08/03 01:55:51.954, 2565 MHz, 13801 MHz, 73.69 W, 33, 30 %, 2369 MiB
2026/08/03 01:55:56.955, 2550 MHz, 13801 MHz, 71.10 W, 33, 0 %, 2369 MiB
2026/08/03 01:56:01.955, 2542 MHz, 13801 MHz, 72.59 W, 33, 0 %, 2369 MiB
2026/08/03 01:56:06.956, 2902 MHz, 13801 MHz, 106.10 W, 34, 59 %, 2405 MiB
2026/08/03 01:56:11.956, 2902 MHz, 13801 MHz, 106.17 W, 34, 55 %, 2405 MiB
2026/08/03 01:56:16.956, 2895 MHz, 13801 MHz, 106.96 W, 34, 56 %, 2405 MiB
2026/08/03 01:56:21.957, 2895 MHz, 13801 MHz, 106.25 W, 34, 57 %, 2405 MiB
2026/08/03 01:56:26.957, 2895 MHz, 13801 MHz, 106.88 W, 35, 57 %, 2393 MiB
2026/08/03 01:56:31.958, 2895 MHz, 13801 MHz, 107.25 W, 35, 60 %, 2405 MiB
2026/08/03 01:56:36.958, 2895 MHz, 13801 MHz, 106.47 W, 35, 57 %, 2409 MiB
2026/08/03 01:56:41.959, 2895 MHz, 13801 MHz, 106.50 W, 35, 57 %, 2409 MiB
