# Generated from /Users/suhjungdae/code/columbia/simsopt-jax-shared-jax/.artifacts/runpod_integration_jax_gpu_chunked_tmp_20260605T043832Z/remote_artifacts/artifacts/integration_jax_chunked_gpu/batches/*.xml
# Columns: batch, classname, name, kind, first_failure_or_error_line
batch	classname	name	kind	first_failure_or_error_line
batch_009	tests.geo.test_surface_fourier_jax.TestSurfaceFourierSpecCppParity	test_spec_second_coordinate_derivatives_match_cpp[True-SurfaceXYZFourier]	failure	AttributeError: 'SurfaceXYZFourier' object has no attribute 'surface_spec'
batch_009	tests.geo.test_surface_fourier_jax.TestSurfaceFourierSpecCppParity	test_spec_second_coordinate_derivatives_match_cpp[True-SurfaceXYZTensorFourier]	failure	AttributeError: 'SurfaceXYZTensorFourier' object has no attribute 'surface_spec'
batch_009	tests.geo.test_surface_fourier_jax.TestSurfaceFourierSpecCppParity	test_tensor_spec_tangents_area_and_volume_match_cpp[False]	failure	AttributeError: 'SurfaceXYZTensorFourier' object has no attribute 'surface_spec'
batch_009	tests.geo.test_surface_fourier_jax.TestSurfaceFourierSpecCppParity	test_tensor_spec_tangents_area_and_volume_match_cpp[True]	failure	AttributeError: 'SurfaceXYZTensorFourier' object has no attribute 'surface_spec'
batch_009	tests.geo.test_surface_fourier_jax.TestSurfaceFourierSpecCppParity	test_tensor_surface_spec_supports_clamped_dims	failure	AttributeError: 'SurfaceXYZTensorFourier' object has no attribute 'surface_spec'
batch_009	tests.geo.test_surface_fourier_jax.TestSurfaceXYZFourierJaxCppParity	test_dnormal_by_dcoeff_vjp_matches_cpp[False]	failure	AttributeError: 'SurfaceXYZFourier' object has no attribute 'surface_spec'
batch_009	tests.geo.test_surface_fourier_jax.TestSurfaceXYZFourierJaxCppParity	test_dnormal_by_dcoeff_vjp_matches_cpp[True]	failure	AttributeError: 'SurfaceXYZFourier' object has no attribute 'surface_spec'
batch_009	tests.geo.test_surface_fourier_jax.TestSurfaceXYZFourierJaxCppParity	test_normal_derivative_columns_match_cpp[False]	failure	AttributeError: 'SurfaceXYZFourier' object has no attribute 'surface_spec'
batch_009	tests.geo.test_surface_fourier_jax.TestSurfaceXYZFourierJaxCppParity	test_normal_derivative_columns_match_cpp[True]	failure	AttributeError: 'SurfaceXYZFourier' object has no attribute 'surface_spec'
batch_009	tests.geo.test_surface_fourier_jax.TestSurfaceXYZFourierJaxCppParity	test_second_coordinate_derivative_dcoeff_match_cpp[False-wrapper-dgamma_by_dcoeff]	failure	AttributeError: 'SurfaceXYZFourier' object has no attribute 'surface_spec'
batch_009	tests.geo.test_surface_fourier_jax.TestSurfaceXYZFourierJaxCppParity	test_second_coordinate_derivative_dcoeff_match_cpp[False-wrapper-dgammadash1_by_dcoeff]	failure	AttributeError: 'SurfaceXYZFourier' object has no attribute 'surface_spec'
batch_009	tests.geo.test_surface_fourier_jax.TestSurfaceXYZFourierJaxCppParity	test_second_coordinate_derivative_dcoeff_match_cpp[False-wrapper-dgammadash1dash1_by_dcoeff]	failure	AttributeError: 'SurfaceXYZFourier' object has no attribute 'surface_spec'
batch_009	tests.geo.test_surface_fourier_jax.TestSurfaceXYZFourierJaxCppParity	test_second_coordinate_derivative_dcoeff_match_cpp[False-wrapper-dgammadash1dash2_by_dcoeff]	failure	AttributeError: 'SurfaceXYZFourier' object has no attribute 'surface_spec'
batch_009	tests.geo.test_surface_fourier_jax.TestSurfaceXYZFourierJaxCppParity	test_second_coordinate_derivative_dcoeff_match_cpp[False-wrapper-dgammadash2_by_dcoeff]	failure	AttributeError: 'SurfaceXYZFourier' object has no attribute 'surface_spec'
batch_009	tests.geo.test_surface_fourier_jax.TestSurfaceXYZFourierJaxCppParity	test_second_coordinate_derivative_dcoeff_match_cpp[False-wrapper-dgammadash2dash2_by_dcoeff]	failure	AttributeError: 'SurfaceXYZFourier' object has no attribute 'surface_spec'
batch_009	tests.geo.test_surface_fourier_jax.TestSurfaceXYZFourierJaxCppParity	test_second_coordinate_derivative_dcoeff_match_cpp[False-wrapper-dnormal_by_dcoeff]	failure	AttributeError: 'SurfaceXYZFourier' object has no attribute 'surface_spec'
batch_009	tests.geo.test_surface_fourier_jax.TestSurfaceXYZFourierJaxCppParity	test_second_coordinate_derivative_dcoeff_match_cpp[False-wrapper-dunitnormal_by_dcoeff]	failure	AttributeError: 'SurfaceXYZFourier' object has no attribute 'surface_spec'
batch_009	tests.geo.test_surface_fourier_jax.TestSurfaceXYZFourierJaxCppParity	test_second_coordinate_derivative_dcoeff_match_cpp[True-wrapper-dgamma_by_dcoeff]	failure	AttributeError: 'SurfaceXYZFourier' object has no attribute 'surface_spec'
batch_009	tests.geo.test_surface_fourier_jax.TestSurfaceXYZFourierJaxCppParity	test_second_coordinate_derivative_dcoeff_match_cpp[True-wrapper-dgammadash1_by_dcoeff]	failure	AttributeError: 'SurfaceXYZFourier' object has no attribute 'surface_spec'
batch_009	tests.geo.test_surface_fourier_jax.TestSurfaceXYZFourierJaxCppParity	test_second_coordinate_derivative_dcoeff_match_cpp[True-wrapper-dgammadash1dash1_by_dcoeff]	failure	AttributeError: 'SurfaceXYZFourier' object has no attribute 'surface_spec'
batch_009	tests.geo.test_surface_fourier_jax.TestSurfaceXYZFourierJaxCppParity	test_second_coordinate_derivative_dcoeff_match_cpp[True-wrapper-dgammadash1dash2_by_dcoeff]	failure	AttributeError: 'SurfaceXYZFourier' object has no attribute 'surface_spec'
batch_009	tests.geo.test_surface_fourier_jax.TestSurfaceXYZFourierJaxCppParity	test_second_coordinate_derivative_dcoeff_match_cpp[True-wrapper-dgammadash2_by_dcoeff]	failure	AttributeError: 'SurfaceXYZFourier' object has no attribute 'surface_spec'
batch_009	tests.geo.test_surface_fourier_jax.TestSurfaceXYZFourierJaxCppParity	test_second_coordinate_derivative_dcoeff_match_cpp[True-wrapper-dgammadash2dash2_by_dcoeff]	failure	AttributeError: 'SurfaceXYZFourier' object has no attribute 'surface_spec'
